Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-03,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-04,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-07,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-08,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-09,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-10,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-11,7.000000,7.000000,7.000000,7.000000,0.478052,0
1980-01-14,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-15,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-16,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-17,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-18,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-21,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-22,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-23,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-24,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-25,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-28,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-29,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-30,6.890000,6.890000,6.890000,6.890000,0.482605,0
1980-01-31,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-01,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-04,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-05,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-06,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-07,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-08,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-11,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-12,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-13,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-14,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-15,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-19,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-20,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-21,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-22,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-25,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-26,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-27,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-28,6.980000,6.980000,6.980000,6.980000,0.488909,0
1980-02-29,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-03,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-04,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-05,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-06,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-07,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-10,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-11,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-12,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-13,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-14,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-17,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-18,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-19,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-20,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-21,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-24,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-25,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-26,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-27,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-28,6.910000,6.910000,6.910000,6.910000,0.484006,0
1980-03-31,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-01,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-02,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-03,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-07,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-08,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-09,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-10,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-11,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-14,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-15,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-16,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-17,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-18,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-21,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-22,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-23,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-24,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-25,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-28,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-29,6.260000,6.260000,6.260000,6.260000,0.444916,0
1980-04-30,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-01,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-02,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-05,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-06,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-07,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-08,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-09,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-12,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-13,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-14,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-15,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-16,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-19,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-20,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-21,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-22,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-23,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-27,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-28,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-29,6.570000,6.570000,6.570000,6.570000,0.466948,0
1980-05-30,6.890000,6.890000,6.890000,6.890000,0.489692,0
1980-06-02,6.890000,6.890000,6.890000,6.890000,0.489692,0
1980-06-03,6.890000,6.890000,6.890000,6.890000,0.489692,0
