Date,Capital Gains
1996-12-03,0.115000
1997-12-10,1.129000
1998-09-30,0.244000
1999-11-11,0.539000
2000-11-15,3.550000
2001-12-14,0.931000
2007-12-19,4.470000
2008-12-17,0.705000
2018-11-20,2.273000
2019-11-21,1.442000
2020-11-24,1.041000
2021-11-23,6.875000
